conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotion,emotional_polarity,self_disclosure,empathy_mean,da,gen_utterance,gen_dialog_act,gen_empathy,gen_emotion,gen_emotional_polarity,gen_self_disclosure,gen_da,diff_word_len,diff_empathy,diff_emotional_polarity,text_similarity,wc,gen_wc,ppl,da_category,gen_da_category
479,0,Person 1,what did you think about the article?,"('qo',)",0.635084331,0.681005538,1.001944184,0.779372454,1.421981291,qo,How did the article resonate with you?,"('qw',)",1.138549805,,0.62397933,,qw,0,0.503465474,-0.377964854,0.900334434,7,7,23.40854645,question,question
479,1,Person 2,I think that a full belly is taken for granted in our country. You?,"('sv',)",1.995525122,1.727919936,0.887563705,2.075137854,1.421981291,sv,"I believe that in our country, having a full stomach is often overlooked and taken for granted. What are your thoughts on this?","('qo', 'sv')",1.798924685,,0.869749069,,qo,9,-0.196600437,-0.017814636,0.910958924,14,23,18.59585762,opinion,question
479,2,Person 1,yeah you can say that again. do you throw out your food?,"('qy',)",0.996083438,1.448975205,1.143178821,1.511457205,1.421981291,qy,"Indeed, I couldn't agree more. Do you happen to discard your food?","('qy',)",1.609208107,,0.8512218,,qy,0,0.613124669,-0.291957021,0.906765318,12,12,39.08410645,question,question
479,3,Person 2,Only if it starts to mold and cutting off the moldy section wouldn't save it. How about you?,"('qo',)",2.030566216,1.840191722,1.315300226,1.788899422,1.421981291,qo,"If it begins to develop mold and removing the moldy part wouldn't be enough to salvage it, what would you do?","('qw',)",2.023874521,,1.314583063,,qw,3,-0.006691695,-0.000717163,0.859043656,18,21,35.55809021,question,question
479,4,Person 1,yep i usually throw out bread which molds so quick,(),1.573306322,1.789145231,1.411146164,2.560324192,1.421981291,none,"Yes, I can understand the frustration, as I often find myself discarding bread that seems to develop mold rather quickly.","('aa',)",2.853485346,,1.506424308,,aa,10,1.280179024,0.095278144,0.823119349,10,20,29.87998009,others,agreement
479,5,Person 2,Where do you buy your produce?,"('qw',)",0.782885015,0.826013148,0.613348067,1.239509225,1.421981291,qw,Where do you usually purchase your fruits and vegetables?,"('qw',)",0.68474251,,0.545456648,,qw,3,-0.098142505,-0.067891419,0.94181064,6,9,18.66289902,question,question
479,6,Person 1,from the local grocery store,"('+',)",1.344643116,1.549514174,0.849853873,1.856114507,1.421981291,+,from our friendly neighborhood grocery store,"('+',)",1.407367587,,0.599739909,,+,1,0.062724471,-0.250113964,0.940700878,5,6,78.09889984,others,others
479,7,Person 2,Do you shop at regular intervals or do you just go when you need things?,"('qy',)",1.034906149,1.173740029,0.673604608,1.612263441,1.421981291,qy,"Do you usually follow a routine when shopping, or do you prefer to go only when there's a need for certain items?","('qy',)",1.040728807,,0.58274734,,qy,7,0.005822658,-0.090857268,0.910537894,15,22,18.87175179,question,question
479,8,Person 1,regular what about you,(),0.572851479,0.92088747,0.911499143,1.061855555,1.421981291,none,How about you? Is everything going well in your life?,"('qy',)",0.750950694,,0.450930804,,qy,6,0.178099215,-0.460568339,0.747138982,4,10,12.8602457,others,question
479,9,Person 2,I go once a week and try to only buy things to last me for that week. I actually end up throwing out fresh spices like cilantro/thyme/etc because I haven't found a way to properly store it.,"('sd',)",1.816386938,1.963221312,1.089877963,3.067276239,1.421981291,sd,"Once a week, I make an effort to purchase only what I need for that week. Unfortunately, I often find myself discarding fresh herbs such as cilantro, thyme, and others, as I haven't yet discovered an effective method for preserving them.","('sd',)",1.846830845,,1.044843435,,sv,4,0.030443907,-0.045034528,0.939403318,37,41,14.2132082,fact,opinion
479,10,Person 1,i usually do that too. ive been eating less fast food,(),1.871631145,1.712936044,0.694351077,2.923389673,1.421981291,none,I can totally relate to that. I've also been making an effort to reduce my fast food consumption lately.,"('sd',)",2.588488817,,0.831619084,,sd,8,0.716857672,0.137268007,0.878048494,11,19,16.94491768,others,fact
479,11,Person 2,"I'll go out to eat once a week or so, but I love cooking.","('sd',)",1.505285978,1.906102777,0.5691154,3.019031763,1.421981291,sd,"I occasionally enjoy dining out, about once a week, but my true passion lies in the art of cooking.","('sd',)",1.358720779,,0.546171546,,sv,5,-0.146565199,-0.022943854,0.935694908,14,19,20.1584301,fact,opinion
479,12,Person 1,yeah fast food is alright but not everyday,"('aa',)",1.48839426,1.867221236,1.18477118,2.184572458,1.421981291,aa,"Fast food can be enjoyable occasionally, but it might not be the best choice for daily consumption.","('sv',)",1.716696858,,1.077179074,,sv,9,0.228302598,-0.107592106,0.863187454,8,17,17.18485451,agreement,opinion
479,13,Person 2,"How do you feel about food waste coming from grocery stores, restaurants and the like? Is there a practical way to cut down on the immense amount that they contribute?","('qo',)",1.724608421,1.505194306,1.073565602,1.641842604,1.421981291,qo,"What are your thoughts on the issue of food waste generated by grocery stores, restaurants, and similar establishments? Do you believe there is a feasible solution to significantly reduce the substantial amount they contribute?","('qy',)",1.37508285,,0.841315508,,qy,4,-0.349525571,-0.232250094,0.95999218,30,34,21.46773148,question,question
479,14,Person 1,probably give some of the extra food away to people in need,"('+',)",2.456929207,1.912687302,0.55179441,1.791876554,1.421981291,+,It would likely be a wonderful idea to share some of the surplus food with individuals who are in need.,"('sv',)",2.899021626,,0.508785486,,sv,8,0.442092419,-0.043008924,0.910860878,12,20,22.85230446,others,opinion
479,15,Person 2,That's a good one. I'm sure some places have programs like that in place.,"('sv',)",2.221543789,1.501474738,0.489090502,1.561135054,1.421981291,sv,That's a wonderful thought. I am confident that there are certain places that have already implemented programs like that.,"('sv',)",2.489527941,,0.332936913,,sv,5,0.267984152,-0.156153589,0.922014712,14,19,34.55947113,opinion,opinion
479,16,Person 1,yeah ive heard some that do,(),1.430016994,1.447121501,1.181075931,1.699011326,1.421981291,none,"Yes, I have come across a few instances where that happens.","('sd',)",1.703146935,,1.021238327,,sd,5,0.273129941,-0.159837604,0.799613221,6,11,15.5933609,others,fact
479,17,Person 2,"Would you purchase irregular food if given the opportunity to prevent such waste? Misshapen, discolored or otherwise?","('qy',)",1.83716929,1.622820735,1.319575906,1.822941661,1.421981291,qy,"If presented with the chance to help reduce food waste, would you consider buying imperfect produce, such as those with unusual shapes, colors, or other imperfections?","('qy',)",1.616747141,,0.85818845,,qy,9,-0.220422149,-0.461387456,0.911907148,17,26,20.3302269,question,question
479,18,Person 1,if im hungry and cant afford actual food why not. what about you,"('qo',)",1.561679363,1.80315423,1.406618476,2.067028522,1.421981291,qo,"If I'm feeling hungry and unable to afford proper nourishment, I might consider it. How about you?","('qo',)",1.811384678,,0.703604162,,qo,4,0.249705315,-0.703014314,0.896731557,13,17,23.87922668,question,question
479,19,Person 2,"Definitely! Well, thanks for chatting! bye","('fc',)",0.60611403,1.432580829,0.377562165,1.036226273,1.421981291,fc,Absolutely! I truly appreciate our conversation! Take care and goodbye!,"('fc',)",0.777114391,,0.260213256,,fc,4,0.171000361,-0.117348909,0.910262004,6,10,56.9276123,forward,forward
479,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.421981291,fc,Farewell,(),0.660792291,,0.694128156,,none,0,0.284795791,-0.322340011,0.792264652,1,1,39.80009842,forward,others
195,0,Person 1,What did you think about the article,"('qo',)",0.621129155,0.742328227,1.055668473,0.887002826,1.532093404,qo,What were your thoughts and feelings after reading the article?,"('qo',)",0.861340761,,1.043363452,,qo,3,0.240211606,-0.012305021,0.917657908,7,10,10.20678711,question,question
195,1,Person 2,it was interesting they need to send the refugees back,"('sd',)",2.851266623,1.896488547,0.876078069,1.593337893,1.532093404,sd,It would be intriguing to consider the possibility of repatriating the refugees to their homeland.,"('sv',)",2.717903614,,0.641697049,,sv,5,-0.133363009,-0.23438102,0.843985286,10,15,25.63838959,fact,opinion
195,2,Person 1,yeah what do you think they should do?,"('qo',)",1.360572815,1.244163394,0.914584756,1.327093363,1.532093404,qo,What are your thoughts on what they should do?,"('qo',)",1.302453756,,0.768506169,,qo,1,-0.058119059,-0.146078587,0.957653057,8,9,10.7211237,question,question
195,3,Person 2,kick them out,"('+',)",0.997890651,2.011939049,1.696866155,1.608221769,1.532093404,+,Please ask them to leave gently.,"('ad',)",1.56667304,,0.999732196,,ad,3,0.568782389,-0.697133959,0.811856259,3,6,71.85718536,others,others
195,4,Person 1,"I agree, Too much  people cant fit in one country. Maybe only take in the serious sad cases","('aa', 'sv')",2.809262753,2.44745183,1.761793494,2.054589033,1.532093404,aa,"I understand your concern, as it seems that accommodating a large number of people in one country might be challenging. Perhaps it would be more feasible to focus on providing support to those who are genuinely facing severe hardships.","('sv',)",2.749282122,,1.111497641,,sv,20,-0.059980631,-0.650295853,0.815682648,19,39,19.89068985,agreement,opinion
195,5,Person 2,yea special exceptions but at a bare minimum,(),1.197124004,1.394060016,0.997592926,1.604408264,1.532093404,none,"Indeed, there may be unique exceptions, but at the very least, we should consider the basic requirements.","('sv',)",1.788747072,,0.827748299,,sv,9,0.591623068,-0.169844627,0.84652769,8,17,20.51868248,others,opinion
195,6,Person 1,yeah keep it minimum germany is small,"('aa',)",0.9681651,1.276026368,1.037703156,1.923150539,1.532093404,aa,"Please try to keep it minimal, as Germany is a relatively small country.",(),1.664044023,,0.691126466,,none,6,0.695878923,-0.34657669,0.893933884,7,13,22.06196594,agreement,others
195,7,Person 2,germany is too small,"('sv',)",1.592478037,1.838227987,1.513444543,1.706589699,1.532093404,sv,Germany may seem relatively small in size.,"('sv',)",1.874550939,,1.287168145,,sv,3,0.282072902,-0.226276398,0.872643577,4,7,89.7931366,opinion,opinion
195,8,Person 1,yep way too small for all the asylum seekers,"('aa',)",2.514051437,2.261603117,1.676149487,1.873838663,1.532093404,aa,"Indeed, the space appears to be quite limited for accommodating all the asylum seekers.","('aa',)",2.676707745,,1.499410033,,aa,5,0.162656308,-0.176739454,0.874550872,9,14,32.6762886,agreement,agreement
195,9,Person 2,and terrorists,"('+',)",1.071146488,1.809442043,1.521219492,1.474165201,1.532093404,+,and individuals involved in acts of terror,"('+',)",1.699592352,,1.677073836,,+,5,0.628445864,0.155854344,0.883258474,2,7,110.7658386,others,others
195,10,Person 1,they should fix their own country,"('sv',)",2.085505247,2.452694178,1.934451938,1.961036801,1.532093404,sv,It would be beneficial for them to focus on improving their own country.,"('sv',)",2.945125341,,0.557919741,,sv,7,0.859620094,-1.376532197,0.839935112,6,13,21.05984306,opinion,opinion
195,11,Person 2,yea they need to build it up again so we can bomb it all up I like turning their homes to dust,"('sv',)",2.435894251,2.394480228,1.66098702,2.492699385,1.532093404,sv,"Yes, they need to reconstruct it, so we can unfortunately cause destruction again. It's quite disheartening to see their homes being reduced to dust.","('aa',)",3.589787245,,1.583122611,,aa,2,1.153892994,-0.077864409,0.858405531,22,24,42.12435532,opinion,agreement
195,12,Person 1,youre in the air force?,"('qy',)",0.741211236,1.018626928,0.812610507,1.202030301,1.532093404,qy,"Oh, you're a part of the Air Force? That's wonderful!","('qy^d',)",1.725658536,,0.189517975,,qy,5,0.9844473,-0.623092532,0.869419403,5,10,15.86465836,question,question
195,13,Person 2,yea,"('b',)",0.505424678,0.995800853,1.121805429,1.128425479,1.532093404,b,"Yes, I understand.",(),1.42974627,,0.909842134,,none,2,0.924321592,-0.211963295,0.660225724,1,3,8.462902069,backward,others
195,14,Person 1,lol okay,"('b',)",0.664739549,1.6715132,1.023079753,1.29617846,1.532093404,b,"Haha, alright then!",(),0.790739179,,0.427407742,,none,1,0.12599963,-0.595672011,0.882857139,2,3,53.26524734,backward,others
195,15,Person 2,bomb them to smithereens,"('+',)",2.014203787,3.078093767,1.750785828,1.985661864,1.532093404,+,Let's consider using a more compassionate approach rather than resorting to destructive actions like bombing them into tiny pieces.,"('sv',)",2.463313818,,0.924816012,,sv,15,0.449110031,-0.825969816,0.726132813,4,19,46.60662842,others,opinion
195,16,Person 1,"back to the article. I think letting a few in is good, not all.","('sv',)",1.695696354,1.871178031,0.997030139,1.943601251,1.532093404,sv,"Returning to the topic of the article, I believe that allowing a limited number of individuals in is a positive approach, rather than admitting everyone.","('sv',)",2.299592733,,0.585749149,,sv,11,0.603896379,-0.41128099,0.86003278,14,25,30.41419983,opinion,opinion
195,17,Person 2,only the christians being killed by the savage towel heads,(),2.621551752,3.01138401,1.929186225,2.059777498,1.532093404,none,It is truly heartbreaking to see innocent Christians suffering at the hands of such brutal extremists.,"('sv',)",3.764694214,,1.771921515,,sv,6,1.143142462,-0.15726471,0.8245723,10,16,26.93330383,others,opinion
195,18,Person 1,i doubt they would check based on religion. its germany not some southern american state loll,"('sv',)",1.71836257,1.822003007,1.58257103,2.051896811,1.532093404,sv,"I believe it's unlikely that they would consider religion as a factor. After all, this is Germany we're talking about, not a southern American state, haha!","('sv',)",2.343900442,,1.334171772,,sv,10,0.625537872,-0.248399258,0.919747824,16,26,26.09526253,opinion,opinion
195,19,Person 2,they should if they care about terrorism,"('sv',)",2.289899588,2.256564617,1.538615942,2.107095957,1.532093404,sv,"If they are genuinely concerned about terrorism, they should take appropriate actions.","('sv',)",2.367630243,,0.974624634,,sv,5,0.077730655,-0.563991308,0.88096985,7,12,21.06917,opinion,opinion
195,20,Person 1,been a good talk. bye,"('fc',)",0.574482322,1.338946462,0.351193994,0.782018304,1.532093404,fc,It has been a wonderful conversation. Take care and goodbye!,"('fc',)",0.881476939,,0.247401312,,fc,5,0.306994617,-0.103792682,0.855872144,5,10,51.0296402,forward,forward
195,21,Person 2,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.532093404,fc,Farewell,(),0.660792291,,0.694128156,,none,0,0.284795791,-0.322340011,0.792264652,1,1,39.80009842,forward,others
247,0,Person 1,What do you think about her death,"('qo',)",1.211913466,1.053013921,1.172082424,1.019915938,1.562055484,qo,How do you feel regarding her passing away?,"('qo',)",1.451588154,,1.076754928,,qo,1,0.239674688,-0.095327496,0.908411771,7,8,36.32429886,question,question
247,1,Person 2,I think she lived a full life.,"('sv',)",2.476413012,1.698392749,0.469002008,1.638241172,1.562055484,sv,I believe she experienced a truly fulfilling and rich life.,"('sv',)",2.982043028,,0.357218593,,sv,3,0.505630016,-0.111783415,0.907115567,7,10,98.27746582,opinion,opinion
247,2,Person 1,"yeah, did you hear about her before this article?","('qy',)",0.866042554,1.012396097,0.792271554,1.144662738,1.562055484,qy,"Oh, by the way, had you come across any information about her prior to reading this article?","('qy',)",1.000543714,,0.584848344,,qy,8,0.13450116,-0.20742321,0.885775881,9,17,13.96052265,question,question
247,3,Person 2,"I had, but I was a very small child during the Clinton admin, so I didn't really know her function or capacity as a politician.","('sd',)",2.253651381,2.085536718,1.213916063,2.912546873,1.562055484,sd,"I was just a very young child during the Clinton administration, so I didn't have a clear understanding of her role or abilities as a politician at that time.","('sd',)",2.281234503,,1.240544915,,sv,4,0.027583122,0.026628852,0.94861204,25,29,15.41331291,fact,opinion
247,4,Person 1,I remember her from the Elian Gonzales news back in the day,"('sd',)",1.488840103,1.544302702,0.745572925,2.448563337,1.562055484,sd,"I recall her presence during the Elian Gonzales news events back in those days, and it brings back memories.","('sd',)",2.375516415,,0.870823681,,sv,7,0.886676312,0.125250756,0.935634159,12,19,92.08831024,fact,opinion
247,5,Person 2,Oh yeah! I had completely forgotten about that kid. I wonder what he is up to now.,(),2.055421114,2.413285494,0.943279803,2.070923567,1.562055484,none,"Ah, I had totally let that young person slip my mind! I'm curious to know what they might be doing now.","('sd',)",2.664993048,,1.036365032,,sd,4,0.609571934,0.093085229,0.903975239,17,21,31.09926224,others,fact
247,6,Person 1,i think he lives in cuba now not sure,(),1.500188112,1.359889984,1.020105839,1.551026225,1.562055484,none,"I believe he might be residing in Cuba now, though I'm not entirely certain.","('sd',)",2.114367485,,0.938296556,,sd,5,0.614179373,-0.081809283,0.909757406,9,14,29.08087349,others,fact
247,7,Person 2,Do you have any experiences with Parkinson's disease?,"('qy',)",1.113604665,1.133852601,0.938521564,1.222932935,1.562055484,qy,Have you ever encountered or been through any experiences related to Parkinson's disease?,"('qy',)",1.27786541,,0.958233893,,qy,5,0.164260745,0.019712329,0.953129839,8,13,22.70882607,question,question
247,8,Person 1,"Fortunately no, what about you?","('qo',)",1.177478552,1.760421395,1.12912035,1.371049404,1.562055484,qo,"Thankfully, I haven't experienced that. How about you?","('qo',)",1.329973578,,0.670852304,,qo,3,0.152495026,-0.458268046,0.89216287,5,8,13.09470749,question,question
247,9,Person 2,"Nope, not personally. I really don't know that much about it.","('ng',)",1.67979455,1.698349357,0.9253003,2.02385664,1.562055484,ng,"I'm afraid I don't have personal experience with it, and my knowledge on the subject is quite limited.","('sd',)",1.549673319,,1.225908995,,sd,7,-0.130121231,0.300608695,0.896307098,11,18,9.799561501,answer,fact
247,10,Person 1,I just know you lose your memory,"('sd',)",2.210092783,2.057027578,1.637306571,1.804105759,1.562055484,sd,I understand that you may be experiencing memory loss.,"('qy^d',)",1.965708375,,1.185589433,,qy,2,-0.244384408,-0.451717138,0.847577857,7,9,23.40756989,fact,question
247,11,Person 2,Is that part of it? Doesn't it make your hands shake also?,"('qy',)",1.972409129,1.653164148,1.304590821,1.67855382,1.562055484,qy,Is that a part of the experience? Does it also cause your hands to tremble?,"('qy',)",1.845209002,,1.332198977,,qy,3,-0.127200127,0.027608156,0.942054526,12,15,21.05466652,question,question
247,12,Person 1,yeah I believe that happens too,"('aa',)",1.868030071,1.647582769,1.143212676,2.038336992,1.562055484,aa,"Yes, I can understand how that might occur as well.","('aa',)",2.166397095,,0.903588235,,aa,4,0.298367024,-0.239624441,0.856054919,6,10,17.35012245,agreement,agreement
247,13,Person 2,Do you think there will be another female attorney general in the near future?,"('qy',)",1.284656167,1.323850036,0.719367266,1.402188063,1.562055484,qy,Do you believe that we might see another woman taking on the role of attorney general in the not-so-distant future?,"('qy',)",1.536859393,,0.800940454,,qy,6,0.252203226,0.081573188,0.957619552,14,20,9.208380699,question,question
247,14,Person 1,most likely. once the first one comes through it opens the door one would think for the next generation of females. whats your opinion?,"('qo',)",1.68965888,1.644740462,0.800641418,1.705226541,1.562055484,qo,"It's highly probable that when the first woman achieves success, it paves the way for the upcoming generation of females. What are your thoughts on this?","('qo',)",1.846467257,,0.446861833,,qo,2,0.156808377,-0.353779585,0.851978254,24,26,18.36773682,question,question
247,15,Person 2,I think its likely. I don't know who it might be though.,(),1.824368715,1.532971621,0.892627716,1.529816985,1.562055484,none,"I believe it's quite possible, but I'm not certain about who it could be.","('sv',)",1.869271278,,0.845773757,,sv,2,0.044902563,-0.046853959,0.954420373,12,14,15.63240147,others,opinion
247,16,Person 1,yeah i have no idea about politics to be honest,(),1.132055044,1.751685262,1.278222442,2.315755606,1.562055484,none,"To be completely honest, I must admit that I don't have much knowledge about politics.","('sd',)",1.646595597,,1.301218271,,sd,5,0.514540553,0.022995829,0.909161893,10,15,10.42149162,others,fact
247,17,Person 2,I follow them with mild interest. It gets to be very depressing after a while though. Do you vote?,"('qy',)",1.746769786,1.96002686,1.431682229,2.265669346,1.562055484,qy,"I observe them with a gentle curiosity. However, it can become quite disheartening after some time. May I ask if you participate in voting?","('qo',)",1.866064191,,1.214772224,,qo,5,0.119294405,-0.216910005,0.920462891,19,24,37.39149475,question,question
247,18,Person 1,yeah I definitely vote. More likely to vote now with all that trouble going on in the white house.,"('aa',)",1.787856102,2.150221109,0.99480021,2.453181267,1.562055484,aa,"Yes, I certainly do vote. Given the current challenges in the White House, I feel even more inclined to exercise my voting rights now.","('aa', 'sd')",2.296830416,,0.717137218,,aa,5,0.508974314,-0.277662992,0.912063589,19,24,23.19057465,agreement,agreement
247,19,Person 2,"Yeah, next year is going to be a circus. Well, thanks for chatting! bye","('fc',)",1.08792448,1.617500663,0.512691021,1.685153008,1.562055484,fc,"Indeed, next year seems like it will be quite eventful. I appreciate our conversation! Farewell!","('fc',)",1.173636675,,0.421562642,,fc,1,0.085712195,-0.091128379,0.897060479,14,15,47.30570984,forward,forward
247,20,Person 1,bye,"('fc',)",0.3759965,0.742811799,1.016468167,0.913960814,1.562055484,fc,Farewell,(),0.660792291,,0.694128156,,none,0,0.284795791,-0.322340011,0.792264652,1,1,39.80009842,forward,others
139,0,Person 1,I'm happy they waited for the children to be over 18 before the marriage broke up.,"('sd',)",2.413777351,2.346743107,0.494391292,2.190630913,1.584054965,sd,I'm glad they considered the well-being of the children and chose to wait until they were over 18 before ending their marriage.,"('sd',)",2.831917048,,0.482599884,,sv,6,0.418139697,-0.011791408,0.9526511,16,22,21.62723923,fact,opinion
139,1,Person 2,yeah that's true it is very rare for people to do that.,"('aa',)",2.43123436,1.859345317,0.923545539,1.916475773,1.584054965,aa,"Indeed, it is quite uncommon for individuals to engage in such actions.","('sv',)",2.356658936,,1.299253821,,sv,0,-0.074575424,0.375708282,0.924464235,12,12,15.93419456,agreement,opinion
