conv_id,turn_id,speaker,utterance,dialog_act,empathy,emotional_polarity,da
247,18,Person 1,"I wholeheartedly participate in voting, especially now, as I feel an increased sense of responsibility given the tumultuous situation unfolding within the White House.","('sd',)",2.651386260986328,0.8514455556869507,sd
247,19,Person 2,The upcoming year certainly seems like it will be filled with a whirlwind of events and emotions. I truly appreciate the time we've spent conversing together. Take care and farewell!,"('fc',)",1.3470377922058103,0.5366218090057373,fc
247,20,Person 1,"It's with a heavy heart and a deep sense of understanding that we must part ways for now, cherishing the moments we've shared and looking forward to the time when our paths may cross again.","('sv',)",2.25957989692688,0.8334179520606995,sv
139,0,Person 1,It warms my heart to know that they patiently waited until the children reached the age of 18 before going through the difficult process of ending their marriage.,"('sd',)",3.191192150115967,0.7608022093772888,sd
139,1,Person 2,"Indeed, it's quite uncommon for individuals to take such actions, and it's truly a testament to their unique and empathetic nature when they do.","('aa', 'sv')",2.969238758087158,0.4857723414897918,aa
139,2,Person 1,"It's quite uncommon to come across enduring marriages these days, which makes them all the more precious and cherished.","('sv',)",2.6076669692993164,0.4959527552127838,sv
139,3,Person 2,What do you believe could be the reason behind that? It's essential to understand the underlying emotions and thoughts that contribute to such a perspective.,"('qo',)",2.018267869949341,0.9185943603515624,qo
139,4,Person 1,"Many individuals hold onto the belief that each day will unfold like a magical fairy tale, filled with enchantment and wonder.","('sv',)",2.30128812789917,0.6114935874938965,sv
139,5,Person 2,I understand that it's important to acknowledge the reality that nobody is perfect and can provide that ideal fairy tale life. It's essential to embrace the imperfections and cherish the genuine connections we share with others.,"('sv',)",2.576711416244507,0.6027910709381104,sv
139,6,Person 1,"In the journey of marriage, there will be days when the emotional connection may feel strained, and the desire to be together might waver. It's during these challenging moments that empathy and understanding become essential in nurturing the bond between partners.","('sv',)",2.485615968704224,0.9082353115081788,sv
139,7,Person 2,"It's essential to hold onto your feelings and thoughts until you can think with a clear mind and an open heart. If, after taking the time to reflect, you still feel the same way, it's crucial to engage in an honest and empathetic conversation with your spouse.","('sv',)",2.555495262145996,0.7931628227233887,sv
139,8,Person 1,"I understand that entering into marriage at the tender age of 19 and sustaining it for 18 long years is no simple feat. It's a journey filled with challenges and growth, and I truly admire your resilience and commitment.","('sv',)",2.447009801864624,0.5746496915817261,sv
139,9,Person 2,"You are truly fortunate to have such a unique and special marriage, one that is not often found in this world. It's a beautiful testament to the love and commitment you both share.",(),2.2517507076263428,0.370685338973999,none
139,10,Person 1,"I'm grateful for my grandmother's wisdom, as she gently reminded me that it's natural not to experience happiness every single day.","('sd',)",2.4343161582946777,0.2617665827274322,sd
139,11,Person 2,"It's truly a blessing to have had a grandmother who possessed such wisdom and insight, providing invaluable guidance and support throughout your life.","('sv',)",2.8094377517700195,0.3539579808712005,sv
139,12,Person 1,"I understand that personal relationships can be an important aspect of one's life. May I kindly inquire if you are in a committed partnership, such as marriage?","('qy',)",1.408827304840088,0.5930596590042114,qy
139,13,Person 2,"In the near future, we will be experiencing a significant moment, and as we approach it, I can sense the anticipation and emotions that come with it.","('sd',)",2.273569345474243,0.7501099109649658,sd
139,14,Person 1,I am genuinely overjoyed for you and wholeheartedly extend my warmest congratulations!,"('sd',)",1.4594614505767822,-0.0375139936804771,sd
139,15,Person 2,I genuinely appreciate your kindness! Thank you so much!,"('ft',)",1.110457420349121,0.038600530475378,ft
139,16,Person 1,I can't help but ponder if the pressures of being in Hollywood might have had an impact on the stability of their marriage.,(),2.6129658222198486,1.200511813163757,none
139,17,Person 2,"I understand that Hollywood may seem to be populated by individuals with unconventional and unique personalities, which can be quite intriguing and perplexing at times.","('sv',)",2.094914674758911,1.0192203521728516,sv
139,18,Person 1,I used to believe that Hollywood has a tendency to make individuals feel a bit peculiar or out of the ordinary.,"('sv',)",2.017981767654419,1.3590166568756104,sv
139,19,Person 2,"I believe it's a delicate blend of the two, with each aspect contributing to the overall situation in its own unique way.","('sv',)",2.574793100357056,1.1373491287231443,sv
139,20,Person 1,"I concur wholeheartedly. I am familiar with the daughter's identity in the narrative. However, I find myself at a loss when it comes to her father's identity.","('aa', 'sd')",2.738348960876465,1.0266395807266235,aa
139,21,Person 2,I can't help but ponder the reasons behind their reluctance to discuss him more frequently.,"('sd',)",2.403907537460327,1.310217022895813,sd
139,22,Person 1,Do you believe that financial resources can either provide support and stability or introduce challenges and strain within the sacred bond of marriage?,"('qy',)",1.9650501012802124,0.966127634048462,qy
139,23,Person 2,"It genuinely causes pain in my heart, to be honest.","('sd',)",3.3910982608795166,1.9467781782150269,sd
139,24,Person 1,I genuinely understand and empathize with the perspective you're sharing.,"('sd',)",2.674945592880249,0.8293080925941467,sd
139,25,Person 2,"My dear brother, our time together has been truly wonderful. With a heavy heart, I must now say farewell.","('sd',)",1.836792588233948,0.7103824615478516,sd
139,26,Person 1,I wish you the same! Take care and farewell!,"('fc',)",0.8849010467529297,0.3599240481853485,fc
359,0,Person 1,How did you feel about it? I genuinely value your thoughts and emotions on this matter.,"('qo',)",1.2282572984695437,0.6929633617401123,qo
359,1,Person 2,"My heart aches whenever I hear about another tragic shooting like this. It seems that it's often someone struggling with their emotions or mental health who resorts to using a weapon to express their pain, causing harm to others. It's truly heartbreaking. I'd love to hear your thoughts on this.","('by',)",3.461509704589844,1.4892531633377075,by
359,2,Person 1,"The world seems to be facing increasingly difficult challenges, and it's truly disheartening to witness the hardships and struggles that many are enduring.","('sv',)",3.5464651584625244,1.8609626293182373,sv
359,3,Person 2,Undoubtedly experiencing increased instability,"('aa',)",2.361772298812866,1.6528680324554443,aa
359,4,Person 1,"Perhaps it's the culture that plays a significant role in shaping our experiences and emotions, deeply influencing our perspectives and understanding.","('sv',)",2.558906078338623,0.7062997221946716,sv
359,5,Person 2,What are your thoughts and feelings on this matter? I genuinely value your perspective and would love to understand your viewpoint better.,"('qo',)",1.2821590900421145,0.7217557430267334,qo
359,6,Person 1,"This issue is distinctly rooted in the American experience, reflecting the complexities and challenges that are unique to this nation's journey.","('sv',)",2.4722111225128174,1.0485183000564575,sv
359,7,Person 2,"I can understand your perspective, as this distressing phenomenon is not exclusive to one region, but rather, it's occurring in numerous countries across Europe, Africa, and Asia. In some instances, the weapons may vary, such as knives or machetes, but the underlying theme remains the same: a deeply troubled individual inflicting senseless violence upon others, leaving us grappling with the heartache and confusion of their actions.","('sv',)",2.8782029151916504,1.3295646905899048,sv
359,8,Person 1,"Indeed, it is truly disheartening that in the first world, mass shootings occur at a significantly higher rate than in other places. It seems as though our drive to excel in various aspects has, unfortunately, extended to this tragic phenomenon as well. My heart aches for the countless lives affected by these senseless acts of violence.","('sv',)",3.3770346641540527,1.695529818534851,sv
359,9,Person 2,"I can understand your uncertainty, as I haven't come across any concrete data to support that either. However, if you have any information, I'd be grateful to learn from it. Regardless of the specifics, it's undeniable that the issue is occurring far too frequently in various places.","('sv',)",2.0547754764556885,1.167414307594299,sv
359,10,Person 1,"I understand that it's essential to verify information before accepting it as true. I encourage you to kindly search on Google to gain a better understanding of the topic. It's important to note that the issue isn't solely about guns, as other countries also possess firearms.","('sd',)",1.8333957195281985,0.8725408315658569,sd
359,11,Person 2,"The information provided in this source (http://worldpopulationreview.com/countries/mass-shootings-by-country/) reveals that the United States, despite the heartache and devastation caused by mass shootings, is ranked 66th in terms of mass shootings per capita. This fact, while not diminishing the immense pain and suffering experienced by those affected, offers a broader perspective on the global issue of gun violence.","('sd',)",2.365927457809448,0.9595046639442444,sd
359,12,Person 1,"The reality we must acknowledge with a heavy heart is that the United States, though ranking sixty-sixth in terms of mass shooting rates per capita, has experienced a greater number of mass shootings than any other nation in terms of sheer volume. This deeply troubling fact weighs heavily on our collective conscience, as we strive to find solutions to alleviate the pain and suffering caused by these tragic events.","('sv',)",3.0414278507232666,1.5897973775863647,sv
359,13,Person 2,"Taking into account the per capita perspective, it's evident that this pressing issue transcends borders and affects numerous nations, not solely the United States. Indeed, it is a matter of global concern that calls for empathy and understanding.","('sv',)",2.794218778610229,0.960905909538269,sv
359,14,Person 1,"Indeed, it is a worldwide issue, and while our hearts may swell with pride as we lead in overall numbers, it is essential to remember that our exceptional nature calls for us to strive for excellence in every aspect, always keeping empathy and compassion at the forefront.","('aa', 'sv')",2.563838005065918,0.4177369773387909,aa
359,15,Person 2,How did you feel about the individual mentioned in the article? Did he evoke any emotions or thoughts within you?,"('qo', 'qy')",1.4513094425201416,1.0337815284729004,qo
359,16,Person 1,"A quintessential American gentleman, navigating the complexities of life with resilience and determination, while embracing the diverse tapestry of experiences that make up the American dream.","('sd',)",2.3850109577178955,0.4414075911045074,sd
359,17,Person 2,Could you kindly elaborate? I genuinely want to understand your perspective and empathize with your thoughts.,"('qy',)",1.710588812828064,0.8887397646903992,qy
359,18,Person 1,"The world of football brings people together, fostering a sense of camaraderie and shared passion, as they navigate the emotional highs and lows of the game, ultimately uniting in their love for this beautiful sport.","('sv',)",2.3226518630981445,0.3937006294727325,sv
359,19,Person 2,"I hope you have a truly wonderful day filled with joy and warmth. Unfortunately, I must take my leave now. Take care and farewell!","('fc',)",1.19726300239563,0.4654489457607269,fc
359,20,Person 1,"Farewell, my dear friend. May our paths cross again soon, and until then, I wish you all the love and warmth in the world.","('fc',)",1.3377676010131836,0.4823850095272064,fc
156,0,Person 1,"The devastating combination of lung cancer and air pollution can lead to a tragically swift end to one's life, don't you think?","('qy',)",3.29647183418274,1.9983710050582888,qy
156,1,Person 2,"It is undeniably accurate and quite frightening, indeed.","('aa',)",3.1657280921936035,1.6604413986206057,aa
156,2,Person 1,"It's astonishing to think that even rocks and grass, which we often take for granted, can now pose a threat to our lives by releasing a substance called radon. It's truly a testament to the complexity and unpredictability of our world.","('sv',)",2.76678204536438,1.2902840375900269,sv
156,3,Person 2,"Radon? I can understand the confusion, as it might sound like it could be related to green grass. However, it is actually a different concept altogether.",(),1.968489170074463,1.0269651412963867,none
156,4,Person 1,"I understand that it's a naturally occurring gas, originating from sources like rocks and grass, and I appreciate your perspective on this matter.","('sd',)",1.6628729104995728,0.573861837387085,sd
156,5,Person 2,"I can only imagine the immense and overwhelming effect this must have on the lungs, causing significant distress and damage.","('sv',)",3.5810742378234863,1.5928884744644165,sv
156,6,Person 1,My heart aches when I think about the immense struggle and pain one must endure when faced with lung cancer. It's truly a devastating and challenging experience.,(),3.659844398498535,1.6591558456420898,none
156,7,Person 2,"My heart aches with the hope that we, as a society, can turn our focus towards nurturing and preserving our precious environment.","('sd',)",3.4553847312927246,1.2203986644744873,sd
156,8,Person 1,My heart aches for the nearly one million individuals who tragically lose their lives each year due to the devastating effects of air pollution.,"('by',)",3.4985592365264893,1.6656386852264404,by
156,9,Person 2,I can sense your passion and expertise in this subject matter! May I ask if you identify as an environmentalist?,"('qy',)",1.3105802536010742,0.3695494532585144,qy
156,10,Person 1,"No, but I genuinely hold a deep concern for the well-being of our precious environment.",(),2.4761717319488525,1.1797133684158323,none
156,11,Person 2,"Ah, I can sense your genuine concern for the environment. It's wonderful that you care, even if you may not have all the information at hand. We can always learn more together and make a positive impact on our planet.","('aa',)",2.5197556018829346,0.383228451013565,aa
156,12,Person 1,"Did you know that for individuals with lung cancer, residing in an area with air pollution can significantly impact their life expectancy, potentially reducing it to just three years? My heart aches for those who must face such a difficult reality.",(),3.47367000579834,1.5783933401107788,none
156,13,Person 2,I can truly understand how incredibly brief that amount of time must feel!,"('ba',)",3.76959490776062,1.7199651002883911,ba
156,14,Person 1,"Absolutely, it's essential to prioritize learning and staying informed as much as possible. After all, we're discussing something as crucial as your well-being and health.","('aa', 'sv')",2.78560471534729,0.6763789653778076,aa
156,15,Person 2,"I wholeheartedly concur with your perspective. It's essential for us to approach this matter with the gravity it deserves. However, I'm seeking guidance on how to safeguard my own well-being amidst the pervasive air pollution.","('aa',)",2.678010940551758,0.7492631673812866,aa
156,16,Person 1,"It's essential to protect ourselves and our loved ones from the harmful effects of second-hand smoke, radon, and the direct consumption of cigarettes or cigars. By doing so, we are showing empathy and care for the well-being of those around us.","('sv',)",2.916484832763672,0.7454521059989929,sv
156,17,Person 2,Are you implying that perhaps it would be best for me not to maintain a lawn?,"('qy',)",1.703051209449768,1.0301759243011477,qy
156,18,Person 1,"The decision to maintain a lawn can be quite an emotionally charged one, as it involves a deep connection to the environment and the desire to create a beautiful, nurturing space.","('sv',)",2.756183385848999,0.9209627509117126,sv
156,19,Person 2,"It's important to acknowledge that radon, which originates from grasses, can have a significant impact on our lives and environment.","('sv',)",2.6463873386383057,0.9393635988235474,sv
156,20,Person 1,"With a more precise focus on the soil in which the grass grows, I understand your concerns. In response to your inquiry, I would gently suggest trying to minimize your contact with such elements, while acknowledging that it may not always be possible to avoid them entirely.","('sd',)",2.003155469894409,0.7947492003440857,sd
156,21,Person 2,I truly appreciate the heads up you've provided. Our conversation has been genuinely enlightening and filled with valuable insights. Thank you so much.,"('fc',)",1.2689459323883057,0.4099209010601043,fc
156,22,Person 1,"Please don't depart just yet, as my heart yearns to delve deeper into this subject with you, sharing our thoughts and perspectives on this meaningful topic.",(),1.946408748626709,0.5500788688659668,none
156,23,Person 2,"I am wholeheartedly here to listen and understand, with an open heart and mind.","('sd',)",1.978398680686951,0.5149774551391602,sd
156,24,Person 1,"This topic holds immense gravity and significance, so much so that the American Health Institute has felt compelled to issue health advisories concerning it. Our hearts are with those affected as they navigate through these challenging times.","('sv',)",3.1055777072906494,1.105535864830017,sv
156,25,Person 2,I'm truly amazed by your extensive knowledge and understanding. How have you managed to acquire all this incredible information?,"('qo',)",1.5940241813659668,0.5108717679977417,qo
156,26,Person 1,"I devote a significant amount of time to learning and expanding my knowledge. In my research, I came across a poignant piece of information from the CDC, which states that lung cancer is the primary cause of cancer-related fatalities. This truly underscores the importance of raising awareness and supporting those affected by this devastating disease.","('sd',)",2.505470991134644,0.6715964674949646,sd
156,27,Person 2,Is it truly more severe than skin cancer? My heart aches to think of the gravity of such a situation.,(),3.65860915184021,1.7879055738449097,none
156,28,Person 1,I wholeheartedly understand and empathize with your perspective.,"('sd',)",2.452285051345825,0.7540736198425293,sd
